KIC,TIC
2846441,122223675
2846491,122223759
2846517,122223703
2846534,122223722
2846543,122223801
2846556,122223681
2846564,122223730
2846659,122223692
2846678,122223743
2846735,122305457
2846828,122305460
2846888,122305465
2846901,122305608
2846944,122305569
2847029,122305438
2847074,122305463
2847114,122305594
2847121,122305430
2847146,122305510
2847186,122305621
2847211,122305488
2847249,122305486
2847282,122375597
2847303,122375548
2847308,122375573
2847313,122375636
2847333,122375591
2847349,122375518
2847357,122375509
2847383,122375532
2847402,122375547
2847416,122375663
2847437,122375606
2847469,122375660
2847540,122375579
2847541,122375510
2847637,122375511
2847757,122375525
2847764,122375638
2847777,122375599
2847816,122375481
2847821,122375534
2847891,122451713
2847930,122451663
2847978,122451723
2848085,122451692
2848136,122451685
2848146,122451786
2848223,122451693
2848228,122451871
2848251,122451846
2848288,122451730
2848378,122451752
2848412,122451714
2848415,122451694
2848428,122451768
2848432,122451715
2848461,122451766
2848483,122451749
2848513,122517642
2848532,122517559
2848537,122517615
2848544,122517681
2848618,122517581
2848639,122517577
2848655,122517523
2848669,122517617
2848725,122517470
2848737,122517487
2848741,122517539
2848757,122517689
2848833,122517670
2848839,122517486
2848841,122517503
2848847,122517614
2848856,122517616
2848857,122517678
2848880,122517556
2848887,122517538
2848918,122517668
2848919,122517474
2848929,122517598
2848935,122517612
2848973,122517485
2848980,122517661
2848987,122517572
2848999,122517505
2849057,122517570
2849101,122517621
2849125,122607811
2849140,122608023
2849148,122608007
2849152,122607962
2849193,122608029
2849213,122607874
2849261,122607865
2849278,122607857
2849293,122607775
2849378,122608038
2849432,122607908
2849433,122607833
2849476,122607978
2849477,122607968
2849511,122608044
2849534,122607885
2849535,122607808
2849559,122607863
2849573,122607807
2849619,122607834
2849630,122607879
2849645,122607989
2849692,122607906
2849721,122607979
2849722,122607848
2849748,122607982
2849770,122682978
2849788,122683000
2849804,122683023
2849805,122682991
2849808,122682962
2849827,122682971
2849859,122683045
2849864,122682879
2849894,122683015
2849916,122682941
2849930,122683067
2849955,122682993
2849969,122682987
2850010,122682960
2850019,122682965
2850093,122682926
2850097,122682900
2850098,122683039
2850107,122683036
2850117,122682872
2850139,122682883
2850259,122683025
2850262,122683061
2850299,122683027
2850319,122682998
2850321,122682848
2850322,122682911
2850325,122682931
2850378,122683026
2850379,122683014
2850399,122683052
2850413,122682901
2850466,122781201
2850475,122781245
2850480,122781361
2850503,122781406
2850506,122781373
2850516,122781303
2850521,122781176
2850524,122781313
2850590,122781170
2850593,122781311
2850620,122781159
2850625,122781229
2850651,122781289
2850664,122781326
2850669,122781148
2850700,122781381
2850727,122781391
2850747,122781216
2850782,122781256
2850788,122781220
2850818,122781299
2850878,122781321
2850909,122781290
2850913,122781343
2850945,122781394
2850974,122781182
2851014,122781374
2851051,122781405
2851053,122781213
2851084,122781287
2851100,122781393
2851109,122781372
2851120,137096015
2851128,137096012
2851135,137095991
2851161,137095838
2851200,137095870
2851205,137095865
2851232,137095966
2851273,137095877
2851278,137095862
2851286,137095919
2851320,137095828
2851395,137095821
2851474,137095908
2851576,137095869
2851618,137095850
2851674,137095866
2851750,137095795
2851787,137095829
2851890,137149911
2851936,137149955
2852181,137149704
2852336,137149729
2852387,137149730
2852409,137149727
2852453,137149694
2852510,137149696
2852523,137149723
2852528,137149695
2852560,137149707
2852616,137220407
2852629,137220405
2852641,137220357
2852669,137220368
2852676,137220435
2852761,137220383
2852798,137220448
2852802,137220360
2852810,137220309
2852812,137220394
2852827,137220467
2852862,137220362
2852941,137220342
2852942,137220308
2852961,137220334
2853007,137220361
2853014,137220353
2853029,137220262
2853041,137220339
2853077,137220445
2853089,137220322
2853093,137220387
2853095,137220401
2853102,137220344
2853280,137220390
2853300,137220473
2853317,137316878
2853320,137316825
2853339,137316912
2853354,137316858
2853429,137316935
2853434,137316805
2853446,137316771
2853453,137316882
2853469,137316901
2853489,137316827
2853539,137316797
2853593,137316909
2853615,137316925
2853631,137316867
2853668,137316881
2853759,137316911
2853765,137316863
2853780,137316877
2853817,137316865
2853828,137316731
2853857,137316742
2853886,137316937
2853889,137316791
2853910,137316831
2854042,351057377
2854068,351057668
2854099,351057542
2854116,351057330
2854126,351057513
2854141,351057338
2854155,351057582
2854181,351057636
2854219,351057613
2854255,351057393
2854280,351057299
2854297,351057246
2854303,351057558
2854329,351057524
2854336,351057584
2854345,351057382
2854411,351057384
2854420,351057632
2854432,351057624
2854474,351057574
2854489,351057505
2854518,351057589
2854566,351057340
2854618,351057460
2854634,351057250
2854643,351057659
2854654,351057698
2854664,351057301
2854692,137348942
2854698,137348863
2854706,137348876
2854713,137349024
2854720,137348888
2854728,137348958
2854752,137348835
2854795,137349080
2854809,137348882
2854813,137348828
2854839,137349032
2854863,137349021
2854870,137348908
2854873,137349065
2854877,137349048
2854909,137348967
2854911,137348886
2854914,137348987
2854927,137349102
2854930,137348864
2854948,137349086
2854953,137349068
2854957,137349052
2854994,137348997
2855022,137348839
2855026,137349097
2855029,137348907
2855034,137349059
2855045,137348862
2855129,137349084
2855130,137349111
2855148,137349014
2855150,137348910
2855272,137348970
2855279,137348914
2855281,137349034
2855286,137349025
2855294,137348853
2855385,137348933
2855415,137485896
2855443,137485801
2855471,137485685
2855495,137485716
2855498,137485733
2855541,137485860
2855553,137485749
2855572,137485979
2855603,137485721
2855642,137485920
2855680,137485976
2855684,137485852
2855687,137485892
2855689,137485765
2855771,137485888
2855772,137485775
2855782,137485718
2855791,137485781
2855826,137485751
2855835,137485766
2855862,137485884
2855876,137485711
2855882,137485782
2855956,137485732
2856016,137485970
2856017,137485937
2856111,137485743
2856120,137485894
2856124,137485882
2856183,137485722
2856193,137485790
2856200,137548390
2856209,137548660
2856216,137548594
2856272,137548518
2856327,137548387
2856328,137548567
2856379,137548501
2856412,137548564
2856422,137548508
2856448,137548399
2856472,137548468
2856479,137548580
2856482,137548443
2856502,137548429
2856503,137548595
2856558,137548497
2856589,137548557
2856612,137548570
2856626,137548536
2856635,137548393
2856716,137548510
2856721,137548457
2856756,137548524
2856758,137548611
2856761,137548514
2856769,137548629
2856774,137548623
2856793,137548507
2856795,137548436
2856801,137548646
2856803,137548561
2856815,137548394
2856817,137548647
2856822,137548486
2856826,137548522
2856831,137548627
2856855,137548569
2856902,137548596
2856923,137548610
2856928,137548392
2856941,137635718
2856960,137635677
2856964,137635884
2856995,137635768
2857004,137635901
2857015,137635665
2857034,137635733
2857049,137635803
2857059,137635856
2857107,137635711
2857109,137635724
2857130,137635875
2857138,137635863
2857168,137635742
2857178,137635676
2857323,137635834
2857324,137635813
2857338,137635652
2857345,137635796
2857410,137635797
2857437,137635716
2857473,137635746
2857477,137635885
2857508,137635861
2857528,137635802
2857554,137635791
2857585,137635912
2857592,137635670
2857607,137635841
2857612,137635804
2857671,137686118
2857678,137686035
2857687,137686048
2857722,137686071
2857764,137685963
2857789,137686007
2857822,137686066
2857837,137685940
2857896,137686063
2858008,137685952
2858010,137685970
2858015,137686032
2858016,137686153
2858074,137686164
2858094,137686123
2858108,137686027
2858129,137686176
2858134,137686093
2858172,137686085
2858175,137685999
2858190,137686021
2858216,137685990
2858241,137686009
2858279,137685961
2858292,137686092
2858322,137686104
2858326,137816733
2858327,137816799
2858334,137816585
2858337,137816697
2858372,137816611
2858435,137816584
2858437,137816709
2858440,137816812
2858474,137816752
2858485,137816810
2858506,137816766
2858526,137816740
2858531,137816591
2858567,137816618
2858568,137816599
2858578,137816684
2858597,137816716
2858677,137816690
2858693,137816720
2858704,137816786
2858713,137816607
2858739,137816597
2858740,137816761
2858741,137816638
2858781,137816592
2858867,137816721
2858872,137816783
2858882,137816620
2858884,137816771
2858888,137816756
2858897,137816714
2858922,137816723
2858932,137816617
2858945,137816755
2858948,137816787
2859009,137816828
2859016,137891739
2859019,137891685
2859024,137891651
2859040,137891722
2859045,137891785
2859080,137891503
2859085,137891783
2859087,137891627
2859089,137891549
2859114,137891728
2859142,137891502
2859151,137891643
2859154,137891670
2859173,137891506
2859174,137891738
2859206,137891660
2859211,137891640
2859299,137891723
2859386,137891706
2859418,137891611
2859426,137891765
2859460,137891799
2859462,137891621
2859465,137891684
2859546,137891752
2859553,137891667
2859567,137891557
2859628,137891656
2859670,137891665
2859677,137891610
2859700,137891513
2859701,137891629
2859710,137891718
2859722,137976965
2859741,137977001
2859752,137976898
2859753,137976964
2859791,137976824
2859830,137976993
2859857,137976958
2859893,137977008
2859898,137976943
2859906,137976901
2859970,137976900
2859995,137976910
2860010,137977033
2860090,137976760
2860114,137976927
2860121,137976894
2860123,137976885
2860125,137976896
2860126,137976809
2860135,137976936
2860182,137976998
2860187,137976783
2860218,137976813
2860225,137976800
2860241,137977007
2860279,137976969
2860283,137976858
2860298,137977000
2860306,137976963
2860324,137976804
2860347,137976871
2860358,137976795
2860359,137976955
2860384,137976923
2860414,138037133
2860423,138037059
2860428,138037347
2860452,138037318
2860479,138037334
2860485,138037206
2860503,138037281
2860541,138037227
2860547,138037082
2860579,138037157
2860583,138037294
2860592,138037348
2860594,138037268
2860654,138037121
2860656,138037172
2860660,138037129
2860691,138037176
2860692,138037237
2860713,138037186
2860730,138037138
2860732,138037250
2860746,138037273
2860765,138037163
2860788,138037070
2860793,138037052
2860821,138037329
2860851,138037154
2860866,138037141
2860875,138037063
2860885,138037262
2860927,138037283
2860930,138037132
2860933,138037165
2860936,138037180
2860943,138037116
2860947,138037263
2860992,138037158
2861042,138037247
2861061,138037047
2861062,138037143
2861100,138153748
2861123,138153644
2861126,138153649
2861140,138153715
2861175,138153803
2861219,138153881
2861222,138153613
2861273,138153861
2861298,138153893
2861316,138153750
2861351,138153753
2861394,138153709
2861403,138153756
2861404,138153708
2861410,138153728
2861456,138153833
2861501,138153650
2861568,138153640
2861630,138153717
2861661,138153671
2861672,138153686
2861725,138153670
2861738,138153878
2861753,138153854
2861757,138153713
2861764,138153760
2861789,138153874
2861800,138153889
2861828,138210495
2861836,138210342
2861871,138210324
2861880,138210474
2861945,138210466
2862021,138210312
2862041,138210306
2862066,138210366
2862081,138210368
2864938,138567890
2865026,138567931
2865061,138567807
2865075,138567747
2865077,138567932
2865117,138567836
2865125,138567848
2865164,138567818
2865225,138567607
2865228,138567661
2865234,138567928
2865242,138567882
2865268,138567904
2865280,138567682
2865295,138567892
2865296,138567643
2865318,138567812
2865431,138567905
2865434,138567816
2865462,138714352
2865498,138714159
2865652,138714144
2865659,138714130
2865774,138714158
2865835,138714127
2866023,138714133
2968489,120500883
2968572,120500908
2968611,120500871
2968726,120500872
2968811,120500987
2968820,120500913
2968902,120571440
2969106,120571516
2969151,120571511
2969169,120571412
2969195,120571394
2969205,120571374
2969216,120571385
2969280,120571415
2969337,120629500
2969347,120629483
2969361,120629474
2969462,120629486
2969478,120629475
2969526,120629478
2969541,120629395
2969568,120629465
2969628,120629437
2969635,120629471
2969638,120629438
2969639,120629526
2969655,120629536
2969679,120629541
2969806,120637672
2969839,120637709
2969846,120637680
2969989,120637587
2969991,120637668
2970005,120637670
2970010,120637642
2970068,120637706
2970115,120637538
2970168,120637581
2970244,120637603
2970355,120693624
2970396,120693601
2970403,120693685
2970412,120693732
2970484,120693603
2970512,120693733
2970552,120693743
2970580,120693644
2970584,120693641
2970588,120693679
2970670,120693645
2970755,120763266
2970784,120763347
2970811,120763316
2970813,120763290
2970816,120763260
2970823,120763334
2970836,120763380
2970901,120763265
2970908,120763301
2970909,120763278
2970955,120763250
2970994,120763353
2970996,120763305
2970999,120763320
2971075,120763312
2971092,120763294
2971104,120763295
2971111,120763272
2971254,120824265
2971272,120824150
2971292,120824213
2971360,120824243
2971380,120824266
2971415,120824217
2971432,120824269
2971437,120824189
2971448,120824163
2971453,120824206
2971462,120824280
2971465,120824124
2971472,120824152
2971484,120824116
2971520,120824139
2971562,120824236
2971614,120891562
2971661,120891534
2971664,120891541
2971668,120891535
2971671,120891553
2971676,120891523
2971679,120891608
2971713,120891575
2971717,120891621
2971738,120891576
2971812,120891669
2971993,120891527
2972005,120891662
2972024,120891539
2972031,120963026
2972061,120962993
2972075,120963034
2972131,120962951
2972162,120962934
2972175,120963091
2972195,120962938
2972235,120962992
2972293,120963085
2972300,120962959
2972316,120962983
2972401,120963017
2972425,120962982
2972471,120962988
2972492,120971287
2972514,120971391
2972525,120971449
2972544,120971280
2972545,120971378
2972587,120971367
2972637,120971416
2972674,120971425
2972706,120971442
2972707,120971411
2972756,120971284
2972773,120971330
2972800,120971358
2972827,120971302
2972847,120971438
2972873,120971344
2972876,120971297
2972910,120971285
2972941,121021902
2972977,121022021
2972978,121021900
2973073,121021917
2973168,121021998
2973238,121021914
2973265,121021964
2973271,121021890
2973297,121021919
2973361,121022010
2973368,121022001
2973386,121084262
2973432,121084230
2973461,121084320
2973469,121084314
2973500,121084217
2973509,121084276
2973532,121084310
2973563,121084189
2973597,121084316
2973605,121084246
2973610,121084244
2973611,121084274
2973679,121084210
2973761,121084163
2973800,121084181
2973845,121125950
2973894,121125903
2973938,121125885
2974272,121125798
2974282,121125692
2974284,121125777
2974432,121213119
2974459,121213076
2974471,121213188
2974474,121213089
2974542,121213093
2974550,121213025
2974567,121213049
2974588,121213069
2974591,121213145
2974598,121213167
2974618,121213051
2974619,121213166
2974643,121213142
2974645,121213191
2974664,121213105
2974671,121213034
2974720,121213237
2974741,121213151
2974815,121276800
2974827,121276769
2974858,121276795
2974865,121276770
2974894,121276791
2974935,121276813
2974940,121276767
2974993,121276911
2975018,121276864
2975079,121276793
2975113,121276900
2975145,121276805
2975200,121276869
2975214,121276741
2975243,121276784
2975275,121325152
2975292,121325141
2975340,121325294
2975404,121325224
2975471,121325280
2975501,121325209
2975507,121325160
2975511,121325149
2975513,121325145
2975526,121325199
2975542,121325293
2975632,121325196
2975680,121325156
2975717,121325208
2975744,121395720
2975747,121395737
2975770,121395761
2975773,121395647
2975775,121395704
2975779,121395749
2975804,121395739
2975810,121395719
2975813,121395701
2975832,121395699
2975844,121395679
2975849,121395706
2975903,121395682
2975918,121395676
2975981,121395665
2976009,121395656
2976017,121395622
2976181,121395634
2982628,394246538
2982796,394246657
2982797,394246626
2982816,394246714
2982842,394246640
2982913,394246561
2982923,394246651
2982925,394246693
2982949,394246602
2982961,394246520
2982965,394246498
2983000,122213266
2983012,122143108
2983040,122213265
2983041,122143083
2983066,122213287
2983080,122213273
2983085,122213331
2983089,122143104
2983110,122213296
2983113,122213211
2983147,122143134
2983182,122143126
2983183,122213264
2983215,122213232
2983219,122143086
2983341,122213218
2983408,122143128
2983417,122143082
2983428,122143078
2983445,122143068
2983491,122213293
2983511,122213257
2983527,122143103
2983565,122224002
2983629,122223934
2983661,122223909
2983671,122224022
2983673,122224093
2983691,122224071
2983693,122223912
2983751,122224092
2983764,122223999
2983772,122224129
2983828,122223979
2983879,122223973
2983934,122224111
2983946,122223974
2983968,122223919
2984005,122223935
2984102,122224034
2984105,122224081
2984106,122223948
2984144,122223992
2984150,122223902
2984176,122224085
2984242,122305380
2984295,122305389
2984308,122305292
2984333,122305278
2984362,122305369
2984366,122305283
2984382,122305243
2984404,122305412
2984406,122305201
2984409,122305285
2984505,122305231
2984529,122305252
2984559,122305388
2984626,122305405
2984632,122305239
2984669,122305408
2984717,122305328
2984755,122305245
2984758,122305264
2984775,122305304
2984778,122305282
2984802,122305232
2984813,122375752
2984870,122375676
2984913,122375881
2984937,122375753
2984942,122375754
2984967,122375810
2984990,122375696
2985022,122375672
2985054,122375745
2985061,122375863
2985113,122375830
2985262,122375787
2985277,122375707
2985364,122451532
2985366,122451467
2985386,122451585
2985396,122451513
2985404,122451424
2985484,122451641
2985493,122451639
2985505,122451650
2985526,122451509
2985564,122451502
2985571,122451441
2985587,122451569
2985628,122451452
2985703,122451423
2985704,122451465
2985767,122451550
2985770,122451520
2985814,122451433
2985824,122451518
2985825,122451483
2985856,122451460
2985927,122451431
2985935,122451425
2985958,122451512
2986041,122517732
2986043,122517854
2986071,122517718
2986117,122517720
2986128,122517913
2986150,122517907
2986179,122517822
2986182,122517699
2986195,122517858
2986218,122517714
2986280,122517761
2986322,122517764
2986323,122517889
2986324,122517789
2986369,122517911
2986372,122517698
2986395,122517786
2986397,122517736
2986420,122517905
2986458,122517925
2986462,122517797
2986467,122517738
2986502,122517892
2986505,122517791
2986506,122517839
2986508,122517767
2986532,122517945
2986539,122517834
2986602,122607674
2986661,122607619
2986678,122607520
2986721,122607590
2986745,122607761
2986761,122607721
2986813,122607615
2986833,122607543
2986844,122607556
2986845,122607705
2986860,122607687
2986883,122607509
2986893,122607618
2986929,122607588
2986978,122607591
2986997,122607729
2987021,122607612
2987027,122607554
2987066,122607546
2987088,122607760
2987113,122607635
2987123,122607537
2987156,122607683
2987160,122607738
2987194,122683236
2987212,122683222
2987242,122683163
2987265,122683183
2987282,122683334
2987297,122683099
2987300,122683092
2987321,122683210
2987326,122683253
2987327,122683230
2987372,122683276
2987385,122683284
2987433,122683133
2987444,122683323
2987445,122683166
2987447,122683306
2987465,122683205
2987466,122683196
2987487,122683198
2987548,122683291
2987560,122683220
2987577,122683212
2987640,122683098
2987660,122683109
2987754,122683241
2987838,122781052
2987856,122781014
2987926,122781060
2988035,122781112
2988066,122781106
2988079,122781121
2988084,122781111
2988113,122780996
2988137,122781132
2988139,122781104
2988144,122781007
2988145,122780962
2988150,122781090
2988153,122780948
2988169,122781094
2988174,122781098
2988177,122780973
2988207,122780918
2988208,122780882
2988249,122780997
2988251,122780889
2988295,122781047
2988301,122780888
2988326,122781038
2988380,122780924
2988396,122780901
2988400,122780972
2988402,122781000
2988453,122780984
2988458,122780895
2988527,137095705
2988544,137095560
2988584,137095762
2988610,137095536
2988638,137095720
2988655,137095582
2988724,137095771
2988725,137095649
2988743,137095646
2988768,137095691
2988783,137095684
2988796,137095751
2988822,137095769
2988826,137095552
2988880,137095641
2988927,137095755
2988964,137095731
2988984,137095607
2988988,137095679
2989028,137095733
2989094,137095541
2989099,137095746
2989122,137095610
2989164,137150110
2989266,137150053
2989310,137150174
2989319,137150104
2989322,137150155
2989329,137150117
2989349,137150115
2989404,137150039
2989438,137150106
2989458,137150160
2989466,137150103
2989521,137150168
2989573,137150108
2989608,137150145
2989614,137150068
2989706,137150100
2989746,137150112
2989792,137150161
2989808,137150107
2989840,137220037
2989924,137220036
2989948,137219963
2990012,137219957
2990192,137219948
2990485,137220189
2990686,137316992
2990723,137316968
2990802,137317077
2990810,137317100
2990818,137317050
2990873,137317096
2990881,137317133
2990899,137317016
2990932,137317129
2990988,137316988
2991027,137317076
2991043,137317127
2991059,137317170
2991083,137317024
2991092,137317026
2991105,137316990
2991247,351057891
2991281,351058031
2991321,351057846
2991448,351057756
2991451,351057789
2991460,351058095
2991493,351057886
2991497,351057840
2991524,351057738
2991526,351057927
2991548,351057930
2991562,351057915
2991603,351058011
2991622,351058045
2991662,351057949
2991687,351058108
2991730,351058020
2991809,351057702
2991811,351058083
2991897,137349351
2991898,137349197
2991917,137349151
2991939,137349285
2991952,137349376
2991964,137349338
2991990,137349320
2992035,137349222
2992044,137349267
2992087,137349194
2992121,137349401
2992161,137349280
2992222,137349158
2992250,137349310
2992347,137349181
2992350,137349127
2992364,137349266
2992393,137349149
2992405,137349298
2992427,137349264
2992433,137349331
2992573,137349273
2992634,137485528
2992648,137485440
2992668,137485625
2992681,137485512
2992685,137485523
2992720,137485663
2992768,137485522
2992815,137485434
2992827,137485643
2992916,137485658
2992929,137485615
2992934,137485428
2992944,137485627
2992956,137485557
2992960,137485572
2992964,137485527
2992981,137485516
2993013,137485405
2993038,137485673
2993133,137485515
2993172,137485593
2993174,137485645
2993288,137548810
2993300,137548921
2993312,137548705
2993430,137548894
2993436,137548700
2993460,137548716
2993589,137548747
2993611,137548715
2993662,137548719
2993677,137548809
2993680,137548892
2993743,137548877
2993812,137548902
2993832,137548759
2993842,137548692
2993897,137548666
2993904,137548883
2993911,137548835
2993938,137548801
2993940,137548763
2993958,137548788
2993960,137548926
2993981,137548681
2993984,137635525
2993986,137635348
2994022,137635437
2994048,137635589
2994064,137635575
2994087,137635567
2994092,137635516
2994110,137635585
2994124,137635533
2994131,137635345
2994189,137635594
2994192,137635465
2994233,137635573
2994246,137635353
2994249,137635556
2994360,137635520
2994391,137635392
2994400,137635355
2994414,137635577
2994452,137635471
2994467,137635322
2994493,137635463
2994540,137635586
2994548,137635616
2994564,137635459
2994572,137635512
2994573,137635615
2994617,137635477
2994639,137635566
2994666,137686369
2994678,137686456
2994695,137686496
2994712,137686391
2994746,137686359
2994762,137686434
2994798,137686408
2994803,137686382
2994813,137686304
2994888,137686202
2994919,137686475
2994952,137686427
2995003,137686280
2995050,137686354
2995083,137686248
2995101,137686272
2995130,137686377
2995169,137686291
2995179,137686233
2995185,137686329
2995197,137686438
2995252,137686505
2995305,137686428
2995313,137686473
2995392,137816475
2995402,137816319
2995460,137816405
2995507,137816436
2995525,137816286
2995543,137816506
2995553,137816523
2995579,137816409
2995592,137816446
2995603,137816386
2995626,137816524
2995656,137816540
2995682,137816375
2995685,137816431
2995715,137816444
2995753,137816391
2995775,137816485
2995823,137816369
2995846,137816534
2995880,137816341
2995888,137816454
2995898,137816343
2995913,137816383
2995931,137816462
2995938,137816388
2995944,137816355
2995945,137816381
2995964,137816533
2995973,137816289
2995992,137816411
2995995,137816344
2996004,137816558
2996015,137816449
2996019,137816419
2996023,137816297
2996037,137816566
2996044,137816332
2996076,137892118
2996104,137891814
2996112,137892029
2996143,137891845
2996170,137892071
2996183,137892059
2996193,137891898
2996210,137892069
2996232,137892000
2996259,137892016
2996288,137892086
2996299,137892022
2996339,137892112
2996347,137892105
2996407,137891958
2996416,137891923
2996430,137891926
2996453,137891828
2996463,137891983
2996487,137891974
2996528,137892018
2996580,137891909
2996606,137891831
2996629,137891893
2996639,137891980
2996738,137976686
2996903,137976497
2996950,137976467
2997086,137976653
2997110,137976671
2997178,137976527
2997195,137976643
2997218,137976579
2997227,137976684
2997232,137976673
2997239,137976532
2997293,137976508
2997296,137976524
2997323,137976489
2997346,137976676
2997353,137976744
2997383,137976619
2997405,137976474
2997437,138037373
2997455,138037462
2997459,138037563
2997467,138037405
2997477,138037469
2997509,138037600
2997611,138037626
2997613,138037640
2997644,138037633
2997692,138037493
2997715,138037475
2997726,138037370
2997753,138037443
2997755,138037533
2997802,138037516
2997820,138037625
2997821,138037367
2997910,138037421
2997925,138037414
2997946,138037595
2998002,138037408
2998011,138037482
2998061,138037519
2998070,138037577
2998100,138037613
2998124,138037456
2998130,138037426
2998133,138037491
2998188,138153398
2998208,138153379
2998225,138153321
2998253,138153583
2998272,138153313
2998285,138153437
2998410,138153488
2998417,138153594
2998428,138153511
2998461,138153424
2998474,138153579
2998481,138153463
2998487,138153380
2998532,138153456
2998545,138153517
2998561,138153552
2998588,138153567
2998680,138153421
2998808,138153566
2998865,138210649
3001505,138481822
3001640,138481944
3001667,138481893
3001695,138568188
3001755,138568125
3001793,138567970
3001851,138567947
3001885,138568227
3001905,138568038
3001906,138568223
3001923,138568248
3001926,138568051
3001935,138568060
3001955,138568145
3001977,138568218
3002064,138568183
3002078,138568036
3002087,138567945
3002235,138568204
3002245,138568054
3002281,138568028
3002288,138567940
3002336,138568256
3002346,138568131
3002379,138568087
3002386,138568151
3002393,138567976
3002477,138714119
3002478,138714093
3002486,138713846
3002515,138714017
3002516,138714023
3002598,138713840
3002618,138714064
3002666,138713940
3002689,138714096
3002691,138713884
3002749,138713943
3002789,138713859
3002817,138713963
3002848,138714002
3002890,138713978
3002959,138713828
3002988,138713955
3003019,138714000
3003043,138714081
3003053,138714071
3003084,138714098
3003224,377870934
3003226,377870974
3003229,377871090
3003231,377871068
3003323,377871139
3003327,377871135
3003419,377871059
3003458,377871099
3003576,377871050
3003614,377871057
3003620,377871168
3003642,377871193
3003673,377871194
3003682,377871127
3003715,377871058
3003716,377871217
3003740,377871107
3003747,377871109
3003769,377871122
3003847,377871219
3003949,378014613
3003991,378014585
3003992,378014602
3004083,378014628
3004084,378014619
3004127,378014623
3096166,399793567
3096241,399793528
3096245,399793538
3096278,399793570
3096317,399793501
3096337,399793494
3096347,120500710
3096396,120500746
3096408,120500688
3096409,120500707
3096439,120500843
3096443,120500718
3096453,120500712
3096473,120500830
3096480,120500844
3096520,120500698
3096567,120500737
3096620,120500731
3096636,120500733
3096721,120500841
3096770,120500741
3096826,120571669
3096844,120571547
3096885,120571605
3096904,120571634
3096944,120571637
3096946,120571656
3096995,120571557
3097057,120571642
3097169,120571589
3097183,120571579
3097194,120629353
3097210,120629334
3097211,120629324
3097214,120629237
3097222,120629245
3097292,120629282
3097331,120629358
3097346,120629278
3097352,120629289
3097353,120629319
3097355,120629249
3097360,120629305
3097398,120629253
3097405,120629268
3097412,120629364
3097420,120629333
3097429,120629294
3097447,120629227
3097522,120629359
3097526,120629360
3097546,120629362
3097562,120629320
3097571,120637767
3097572,120637781
3097575,120637808
3097623,120637821
3097626,120637721
3097641,120637847
3097645,120637756
3097797,120637800
3097819,120637863
3097891,120637820
3097896,120637725
3097912,120637723
3097926,120637744
3097968,120693536
3098004,120693464
3098015,120693449
3098032,120693594
3098045,120693567
3098059,120693477
3098084,120693474
3098151,120693484
3098170,120693467
3098179,120693491
3098184,120693439
3098194,120693435
3098197,120693437
3098214,120693443
3098219,120693549
3098263,120693506
3098353,120693448
3098430,120763510
3098431,120763434
3098511,120763416
3098512,120763452
3098541,120763550
3098545,120763502
3098553,120763561
3098586,120763388
3098596,120763408
3098605,120763468
3098619,120763489
3098623,120763547
3098653,120763490
3098716,120763556
3098734,120763471
3098736,120763466
3098759,120763456
3098809,120763404
3098810,120763491
3098833,120824027
3098837,120824081
3098843,120824111
3098885,120823987
3098888,120824083
3098965,120824001
3099007,120824003
3099019,120824011
3099021,120824088
3099049,120824024
3099077,120824074
3099119,120823978
3099125,120823989
3099153,120824085
3099174,120824065
3099180,120824092
3099238,120824020
3099271,120891788
3099278,120891832
3099294,120891688
3099303,120891702
3099321,120891834
3099436,120891803
3099475,120891836
3099491,120891680
3099533,120891751
3099553,120891812
3099580,120891759
3099613,120891798
3099620,120891752
3099707,120962797
3099732,120962752
3099759,120962868
3099810,120962746
3099832,120962816
3099834,120962796
3099858,120962901
3099876,120962850
3099883,120962794
3099888,120962916
3099900,120962813
3099932,120962840
3099945,120962851
3099949,120962814
3099957,120962884
3099983,120962770
3100006,120962781
3100037,120962772
3100053,120962863
3100068,120962819
3100083,120962766
3100129,120971530
3100151,120971520
3100164,120971597
3100179,120971547
3100188,120971503
3100193,120971459
3100219,120971557
3100268,120971455
3100351,120971611
3100395,120971493
3100411,120971606
3100451,120971554
3100476,120971481
3100479,120971526
3100488,120971565
3100505,120971461
3100527,121021760
3100558,121021769
3100559,121021703
3100568,121021750
3100570,121021783
3100575,121021676
3100582,121021719
3100587,121021772
3100608,121021695
3100623,121021857
3100631,121021836
3100641,121021736
3100673,121021805
3100698,121021680
3100715,121021687
3100746,121021708
3100768,121021861
3100778,121021740
3100841,121021713
3100847,121021689
3100874,121021712
3100876,121021804
3100890,121021715
3100921,121021681
3100994,121084444
3101003,121084432
3101007,121084440
3101057,121084341
3101063,121084494
3101090,121084446
3101106,121084424
3101112,121084400
3101129,121084366
3101178,121084378
3101194,121084363
3101555,121125426
3101585,121125346
3101602,121125434
3101632,121125394
3101646,121125422
3101695,121125392
3101703,121125326
3101707,121125524
3101712,121125378
3101748,121125354
3101786,121125440
3101815,121213284
3101830,121213415
3101838,121213377
3101865,121213301
3101881,121213419
3101889,121213281
3101899,121213243
3101906,121213372
3101911,121213295
3101923,121213409
3101992,121213396
3102000,121213426
3102003,121213328
3102004,121213399
3102024,121213274
3102043,121213334
3102050,121213384
3102053,121213305
3102063,121213348
3102072,121213290
3102080,121213336
3102084,121213373
